province_id,province_name,mean_seismic_hazard,water_density_km_per_km2,road_density_km_per_km2,power_availability_mw,renewable_availability_mw,mean_tavg,mean_srad,broadband_ftth,broadband_100,broadband_5g,crime_per_100k,inverted_protected_share,inverted_seismic_hazard,inverted_dist_airport_km,inverted_ruggedness
ES111,A Coruña,-0.20580158335962792,2.7296245750770334,2.104009516817885,-0.1239286848650591,-0.15674915025974448,-0.012861618763658787,-1.6149173334102305,-0.6009842894381182,-0.260090133767283,1.1209726597661365,-0.5388985062174018,0.8513116299972484,0.5112741409923321,-1.1350912765315189,0.5416538118762748
ES112,Lugo,-0.21504858214943862,1.6701541135168287,-0.2880444593642379,-0.1301466611603946,-0.16463932190611533,-0.5900878082788923,-1.5575066587921635,-2.5297288721383597,-2.3499390855955413,-0.4423785440965165,-1.5441778771767167,0.34341536407911033,0.4969104064484166,-1.2899786148296855,-0.07543450810537909
ES113,Ourense,-0.1593883246697005,0.6129613105897055,-0.04569515703732769,-0.14566104382114245,-0.16678064639580115,-0.8137886840268209,-0.8730671641980581,-1.112812562619007,-1.044302257598347,0.009044791497157142,-1.3062911277719986,-0.1341742619658766,0.4715000503416816,-0.09803370902209577,-0.42137105443772227
ES114,Pontevedra,-0.11254156539120849,1.990887317233988,1.708529019431546,-0.12721597263216022,-0.15878696209656765,-0.10571859491936422,-1.173538252511674,-0.511604601201311,-0.3158531191115767,0.756214908753839,-0.7828841118942358,0.8631098944557507,0.4820472229005322,-0.03569264110430717,0.004743847213272622
ES120,Asturias,-0.45465888448616365,0.7904469183791197,0.28579392919759566,-0.9546552563500378,-1.1918695571469433,-0.9044305628018938,-1.774566986179564,-0.9773026491856014,-0.37695619808395703,0.6285428492087212,-0.9649940300594506,-0.09284634865621613,0.5865747968110244,-1.689778915411378,-2.106458426059877
ES130,Cantabria,-0.5906194553878079,0.08969461914296536,0.6578632078185763,-1.8930017061829771,-1.4305091960766165,-0.7443191899077317,-1.6359706161487062,0.9214551417419367,0.9074182600224984,-0.4336575178527848,-0.07878438347517987,-1.378008190978851,0.76871921866641435,0.5896145701772706,-1.3622800106896673
ES211,Araba/Álava,-0.3451293008419896,1.6208612570608198,0.9214053884604925,-1.3298188705014466,-1.3817217319144042,-1.034076477596532,-1.414590680256084,1.137899083984681,1.1952816837995255,2.0415018764869206,0.5834160117587194,0.5895026017840219,0.4600478884218173,1.13506248055475,-0.06816252286554757
ES212,Gipuzkoa,-0.24445967943086508,2.1234223062863387,3.908474219867375,-1.4054898589822555,-1.4593945891274995,-0.3612299603258306,-1.8061472537675978,0.4320752157853035,0.9498556555347163,-0.7835790768106387,0.35157520046524127,0.4353603420938452,0.4457338349990562,1.0538177740923373,-1.3749900036853837
ES213,Bizkaia,-0.4944767219490637,1.7633460230548144,1.5656063616410203,-1.3994666095691037,-1.455937347005894,-0.08082212183575076,-1.9245833898921663,0.9796784164634247,1.1763971310333692,1.8856372321940962,0.8810455215265409,0.3498380731204347,0.6597851396856197,1.7989059465152906,-0.8354635350879529
ES220,Navarra,0.12172890716419237,-0.02987010780453113,-0.028672234267435447,-1.59214115952732,-1.1503739422363648,-0.6021277903936005,-1.0608217506769397,0.2110696669843821,0.31771904578765553,0.2843262037445352,1.1468539000282367,0.7314130393530256,-0.1823106244700402,0.12709121850083793,-0.1232313593500432
ES230,La Rioja,-0.374276843528473,0.10088819572639261,0.4698445294399212,-1.7587992512338724,-1.3041099849285325,-1.101942081480737,-0.7963755652930855,1.0921851060346517,1.0103967088745918,0.7540952256132805,-0.6477827975927298,-1.0813647088293439,0.5414313744889911,0.2042065705145027,-0.2737463797947404
ES241,Huesca,-0.0650107885981521,-0.1792618540774969,-0.7428926280144644,-0.3662711428432911,-0.1183917139608348,-0.6246254750942851,-0.2441471415797046,-1.050050800949778,-1.1843257624649044,-1.6673552090984292,-0.5079193313778116,0.7216270515551805,-0.2829309157553406,-0.9382241961374883,-0.7173183189718298
ES242,Teruel,-0.5073453484077839,-0.856048485239005,-0.3035365063379264,-0.3491560961965631,-0.09630819839929132,-1.008133764456361,0.25409373238544414,-2.418134541225492,-2.58328163097429,-2.323485181654641,-1.464081753864155,1.1415903970585244,0.6572642354478178,-0.003852986687068656,0.4676061231542922
ES243,Zaragoza,-0.43560280723656136,-0.9334108177854638,-0.48312144284171793,-0.3665602130176839,-0.10934670230210959,0.22642010632227108,-0.06611098727693207,0.7201296745377611,0.6332688846872452,1.625194920853349,-0.13719738388314112,1.1048277892116805,0.08257390171554778,-1.5617948221663602,0.9117533845949755
ES300,Madrid,-0.9921734739169058,-0.6516632671582516,0.696557285618041,-2.01666246070217,-1.4311036114451536,-0.0021131112405431,0.3135323148132144,1.5227690259806956,1.4723236225436491,1.2474685252213913,1.6043048271426834,0.3495535417739928,0.9349338016844597,1.7358006543829414,0.7124786577703893
ES411,Ávila,-0.9976409635433757,0.46659804728914783,0.48073952832842143,0.3307210478979003,0.38690299285603214,-1.134868811091848,0.4095405599583802,-1.620047204820923,-1.7419585586476967,-0.0957347741708742,-0.08761195841289236,0.5457219967283004,0.881624130032262,0.23050416658786765,-0.10025305935794748
ES412,Burgos,-0.6411127976787765,0.12190742365936857,-0.1278569422160449,0.31443243341176935,0.35438713309479986,-1.1311033804437527,-0.8266595381531686,-0.17298402319591435,-0.1498774606703527,-0.16689094268747937,-0.4280753063505502,0.6518185932438567,0.6109284176697547,0.2160829756534462,0.5735432483967848
ES413,León,-0.4887748871830256,0.4413408543897104,-0.0943199368029837,0.34650658279320035,0.38005951634307406,-1.569950580888934,-0.7101764311285278,-1.044613743402865,-1.1457119249688121,-0.3527228345908727,-0.5135769702906146,0.453822299327129,0.5696785873447386,-1.704247788172557,-0.3299801039747532
ES414,Palencia,-0.7493145833057906,-0.02577726130452377,-0.22764694418097892,0.3579235870348544,0.39548446002680837,-1.0941626970637925,-0.5738655791474272,-1.0459471132302622,-1.0905658026165463,-0.22749352898231132,-1.1005198441554647,0.6552327634902076,0.7648395276736549,-0.5278965499587831,1.0308694252381267
ES415,Salamanca,-0.5753715765854299,0.11114993636843105,-0.21133958095343974,0.34774433214392986,0.3900499438116071,-0.4756356293033495,0.3680034848521076,-1.1938422260472066,-1.2296780231721307,-0.10667845058279289,-0.6229006672372606,0.7289014391503369,0.5554780884585051,-1.176801572193056,1.0599500750517603
ES416,Segovia,-1.0019352329497127,-0.28095546751360506,0.0880964856649017,0.3419615371242712,0.38662941951925633,-1.0647134119513966,-0.020874629123487077,-0.38225845759344573,-0.49664451809854293,-0.9386143726518038,-0.2744278960225523,0.5005892015125822,0.9414564312259737,0.6490436627050394,1.0392393213700213
ES417,Soria,-0.48594285331736614,-0.2531204504680872,-0.576503967887745,0.32314024275186476,0.37583467442275265,-1.404514048120017,-0.2623303027636611,-1.135952404748814,-1.2723488201459792,-0.5137867552131924,-0.35807397283630055,1.0102544579937052,0.6224776276950137,-0.2849586806285463,0.7474824308707484
ES418,Valladolid,-0.8888702955955917,-0.74706826113784075,0.20214761471809653,0.3660478533479936,0.4020471908592498,-0.5203345561920615,-0.10142419898350519,0.8995293880790542,0.8518975443943045,0.6485500678450602,-0.3222027819071103,1.1419781926493826,0.8183944654731536,-0.5066075902133247,1.466672267166457
ES419,Zamora,-0.5215796990258069,-0.6183873579977511,-0.8050837215923679,0.3391577248980666,0.38140558680325715,-0.7357247060304697,-0.09600751433597422,-2.344685736854618,-2.3170198387517758,-2.1878961854284604,-0.9922891354555228,0.6855107241207007,0.5897978555002151,-1.4246906763325045,0.9980190835399608
ES421,Albacete,0.6112196772162771,-1.1262626851526036,-0.9746634129900521,-0.23835477326835236,1.454260434091104,0.2747143969976173,0.8314340022992682,0.5591021641584699,0.4842963924989043,0.07351448373562314,-0.3505433415147996,1.050436593646284,-0.9991286179996224,-0.07318411057102432,0.8841614849948265
ES422,Ciudad Real,-0.5837415590587708,-0.9076511570450645,-1.2595104743465055,-0.23043358072952233,1.486028960908295,0.7613254862214885,0.85811967532628,0.5762724391394274,0.5110960176625373,-1.7381376571224096,-1.2489406308599749,0.6258761315591779,0.07446989134041922,-0.5699657072037132,0.9257388194022901
ES423,Cuenca,-0.6042288963158622,-0.6960244586475968,-0.8322625011699593,-0.23969223817311464,1.4764601272641409,-0.2181445352941291,0.45900928261574886,0.24068462437360494,0.13515686780322572,-1.055911036413078,-0.9250708026678146,0.8517593117630796,0.628134915675784,-0.004342510480595901,0.8768089580293225
ES424,Guadalajara,-0.7281026753186189,-0.35041658026609585,-0.20292580101707317,-0.23991238373348853,1.463596525957781,-0.8770314759862275,0.06842063664619706,0.3318528772692429,0.30301806789581953,0.33576489598526893,0.11254133257696826,0.16078531533087262,0.6593912347442462,0.6371187426508218,0.614662512337081
ES425,Toledo,-0.8841540862299194,-1.1005572206309426,-0.8906359431903794,-0.2507794163036325,1.4607327079103687,0.7500193285200462,0.6811043445347605,1.1751183382695993,1.1189902307253339,-0.7118950291935838,0.2838442833582856,1.1475906490281933,0.7115592277592081,0.6227335118903091,1.1591668834848967
ES431,Badajoz,-0.44705841208988073,-0.3921828914433448,-0.48439703063503625,-0.7167848616482503,-0.3134951803179494,1.3555508451154719,1.1479112735282262,0.29284131878926756,0.1884830841563277,-0.6343451064716236,-0.8353875154606447,-0.645215377652587,0.27081333944946123,-1.8441644328291853,1.1381653317830978
ES432,Cáceres,-0.4519562212114022,0.03805521398154962,-0.5396305940665524,-0.737233187815447,-0.3285349113145334,1.0477218393056134,0.8841128920280271,-0.2536649148980668,-0.31182601335376114,-0.7836473392833739,-1.5276805206429376,-1.4642653287932497,0.3064614696279626,-1.497033335708435,0.6372078369681138
ES511,Barcelona,-0.3445729633291207,1.3265014134223458,-0.27402577003308354,0.2724170877905354,-1.1769890778711207,-0.011497795286251345,-0.2139098820431513,1.539814713727471,1.4680688259943668,0.6556307734159236,2.621458056260348,-0.46190450386657866,0.4155983997011577,1.217166026290995,0.04774787231507111
ES512,Girona,-0.18019571512531585,0.7961488445625856,0.5503031709184771,0.24387174166946382,-1.1795610589116048,-0.27445968653777614,-0.4420076060357363,0.05169191627945899,-0.0580736686389108,0.5475026917669894,2.078772769207983,-1.2129480403092532,0.2934245123088279,0.4071459996219466,-0.3289579870855862
ES513,Lleida,-0.1851888475486857,-0.44104136568723656,-0.5228651933922042,0.25780713636404884,-1.1683625522918115,-1.2174489568761142,-0.13275716074108726,0.04079409860399615,-0.06696291802374768,-0.6601926967505725,0.9167371202752437,-1.1813958681144472,0.00931318186044679,0.1921253203886029,-1.201166038269514
ES514,Tarragona,-0.5038205241721003,-0.4555609521787603,1.3384294286704628,0.264492644146769,-1.1625465048862584,0.7446998062208093,0.062171355702812264,0.04877687958831938,-0.05394954575618481,-0.011453607010216556,1.4838931300134284,-0.96895483134696625,0.6658794597047915,0.3468642157938201,0.33243048631584765
ES521,Alicante/Alacant,1.7135889293952318,-1.3462870595423406,0.2865829826859061,0.14199708241990544,-0.7159222627147181,1.252504890806817,0.7648262986309611,0.3270690583283366,0.3207815488310039,-0.5684235365524352,1.098871647914334,0.4168413100191586,-1.7673450433365443,1.5953447465030957,0.14273590102734152
ES522,Castellón/Castelló,-0.3772341611331265,-0.3901861372128214,1.5029340221228755,0.14652722907249485,-0.7162590542680317,0.2514321497040045,0.31927118400097265,0.3730643580204893,0.3249450452981708,0.1792594625094847,0.4625881313460942,0.7137211062383308,0.5173965057616539,0.6559529115574607,0.050816427282432575
ES523,Valencia/València,0.2906034886844861,-0.5608154670127813,0.035967642641992856,0.14605113835199257,-0.6969775762485401,0.8556731313037576,0.5479287809152745,0.8712119852624688,0.8615360372681524,1.0012418186079834,1.420438412569997,0.5371172723586063,-0.4224387405117092,1.4716219910918464,0.5276310735328591
ES611,Almería,3.3222983485175663,-2.0561533533771925,-1.253489550633265,1.6455848605400438,1.1651045178197037,0.8598486955707907,1.2599737888335438,0.13916823610260687,0.06700267205562249,0.3457506901296823,0.23904337185402952,-1.306825241576978,-2.8588773046189906,1.3563539743431388,-1.910248947752862
ES612,Cádiz,1.3258909782133048,-0.006150490307329712,0.11883455879472224,1.6600113443029596,1.1761315106871773,2.0166914066209096,1.5730684658704355,0.6318243312673734,0.8010765704628976,0.11078933600755851,0.28940167221372204,-2.3329191128756626,-0.9591116886180134,1.08238740797028,-0.8165779416907185
ES613,Córdoba,0.24054086200906802,0.12466591050004606,-1.349881707777482,1.6386136581615354,1.1712148094829287,1.498920497912875,1.0613968244298426,0.5354519586694563,0.45679359753011484,-0.24452605010294912,-0.25754087690865585,-0.785711961981593,-1.0407542771056437,-1.1139660209951525,0.14190081050326267
ES614,Granada,2.6629909599083366,-0.5942448779240285,-0.9519627226743447,1.655968109778818,1.1752574799583313,0.16725093247261297,1.229552423845432,0.4289650362666561,0.39808714400472817,-0.8577469914177496,0.10134487435000478,-1.133225368463244,-1.663962675908373,0.5492387718006682,-2.137193826822645
ES615,Huelva,0.6487998723617229,-0.20865852666974868,-1.0670452489882973,1.6268372333163619,1.1549369569562922,1.9096723709659111,1.5167995198362871,-0.01990079809393826,-0.12613398081700336,-0.07963567405905242,0.06813110151071262,-2.324693639638835,-1.0294737497040085,-1.0481609082441155,0.4423251776155993
ES616,Jaén,0.9399388729526501,0.049795102099247555,-0.9577503930166655,1.6344059647895144,1.1804667594370806,1.0459333184725133,1.0016559793204092,0.21681861706332703,0.27837729142607276,-0.4230275776355491,-1.0889930852164822,-2.0697865165904386,-1.2184621910247313,-0.41330057195163705,-0.9862003420109233
ES617,Málaga,1.6680145615922464,0.03024804341930069,-0.7023216348535872,1.6600113443029596,1.1761315106871768,1.3360739612965407,1.3684228911717071,0.9864343797332419,0.908964823859902,0.7124163205468165,1.6853579407177341,-0.8783767727946223,-1.4458835916493487,0.5870387745461403,-2.9622134135234104
ES618,Sevilla,0.5020691327718415,-0.012786060560675432,-0.28174497970943935,1.6544598339546523,1.1726348295087021,2.0607518780822027,1.348698877271909,0.8695405349400079,0.8058972191790721,0.8546066043146969,0.932908349188061,-0.7874706401693209,-0.6590432189898162,-0.18205730879508886,0.6423097737760344
ES620,Murcia,2.789645719284491,-1.778154811614627,-0.4422924128477292,-1.1045263211086236,-0.931087214379482,1.3006624702758505,0.9933080336213862,0.26122635419911694,0.2283692879276369,2.1911893376288454,0.5443189549740353,0.8805796319613456,-3.4761906419187607,0.6626025120342083,0.013426753925360033
